jazzy,4,4,4,3
stone_structure,2,2,2,1
judith,5,5,5,1
abbi,10,2,8,1
bridge_end,2,1,4,1
boris,20,20,20,1
cube_stone,4,4,4,1
dirt,2,2,2,3
kayla,3,3,3,1
block,50,50,50,3
test1,3,3,3,1
tnt_tower,3,8,6,46
