"674552910.344367,900.013434875153,691.682528692886"
"674552921.245971,897.562895636466,689.371857125278"
"674552931.995415,896.693532502416,688.142863059787"
"674552943.318546,897.40708640939,687.773259579145"
"674552954.786641,896.795361053211,686.493352309783"
"674552965.337144,896.795441581296,685.937344812676"
"674552977.008292,896.885422573476,685.302330054167"
"674552988.187487,897.688713817696,683.993572573137"
"674552998.748786,898.487026243527,683.76356683807"
"674553010.266744,898.887475172417,683.702851167925"
"674553021.400188,898.90161643809,683.733888823835"
"674553032.065326,899.579289608795,683.77380864919"
"674553043.768345,899.73829164276,683.384284944304"
"674553054.682287,900.16546610875,683.442017732868"
"674553065.477482,900.364506412146,682.465722893663"
"674553076.861786,901.177854688297,681.766614296266"
"674553087.934571,901.177282746261,682.501950351246"
"674553098.560127,901.054104653212,682.50881709478"
"674553110.167531,900.356981301077,682.741960841024"
"674553121.662871,899.888971209405,683.184933709984"
"674553132.038081,899.79826739855,682.930763418393"
"674553143.712313,898.323362689084,683.660063563716"
"674553154.418062,897.505267862953,684.23848642796"
"674553165.468229,897.064284472217,684.830536956965"
"674553176.960999,896.739501025692,685.061465775269"
"674553187.821992,896.707032851155,685.087239334615"
"674553198.588914,888.640783639476,680.44318504742"
"674553210.134632,567.931524448115,469.830272569576"
"674553221.144188,401.984599821876,331.268749121221"
"674553231.753294,387.230911823577,317.124123037463"
"674553243.201341,379.810087168364,309.407944226096"
"674553254.640135,372.823227131388,302.273172616009"
"674553264.951602,370.375074165624,296.714685049459"
"674553276.659247,365.896155105011,286.588536401318"
"674553287.875968,357.86550444724,269.74081897293"
"674553298.703035,354.898770539513,267.688348359613"
"674553310.117668,357.079154736702,263.308729280604"
"674553322.243756,357.791662645583,263.657585452428"
"674553331.85919,356.904963334348,261.665292769951"
"674553343.379204,356.89935039119,263.829880623338"
"674553354.41909,356.957445254002,264.236982571711"
"674553365.049786,357.32105794565,263.744060617277"
"674553376.635087,358.066561261115,264.082004138685"
"674553387.801944,360.58402981871,257.825549011063"
"674553398.58583,377.028604506811,223.475534697236"
"674553409.77582,381.56842907119,212.548131986662"
"674553421.046517,384.434753697732,206.693310008981"
"674553431.807784,385.585955658215,203.940283500248"
"674553443.274851,387.941581932591,198.731660907229"
"674553454.361516,388.457005548417,196.78307997891"
"674553465.276486,392.398109543363,185.572598471289"
"674553476.570315,391.248546392124,184.922984419163"
"674553487.90527,391.129376914581,184.367263767838"
"674553498.369412,390.789736939144,184.123242050844"
"674553509.936206,390.611739160903,184.109726452372"
"674553521.2141,389.992847471048,184.132514513865"
"674553531.552298,390.847135772027,182.799979130789"
"674553543.221903,390.506400608187,183.127890990768"
"674553554.232487,390.373292180409,182.891697971376"
"674553564.990156,389.575047461899,181.42681395815"
"674553576.695745,389.375122246926,180.507554393287"
"674553587.655438,389.819180791219,178.563173470212"
"674553598.477878,389.850330088767,178.332820897977"
"674553609.88223,389.954809198439,178.486441964072"
"674553621.110774,389.598064312398,178.536701689325"
"674553631.607816,388.541927880413,179.792028033784"
"674553643.002915,387.84381222165,178.920091093428"
"674553654.237628,372.542543039967,179.473067553218"
"674553665.24667,363.450993256777,180.544530739959"
"674553676.286042,345.09160094063,182.647682266985"
"674553687.533093,332.960082256513,184.291699533137"
"674553698.201315,318.523464866402,186.09488440909"
"674553709.546551,300.637070140705,188.532088682972"
"674553720.759159,265.260870955433,198.396781297916"
"674553731.765117,223.058545281405,207.36723635162"
"674553743.006513,215.611201985456,210.124097460258"
"674553754.443251,215.789684627979,209.800348512286"
"674553764.912533,216.203655808743,207.623107885862"
"674553776.188371,217.932987802608,211.16012034951"
"674553787.33261,217.530414191942,210.712604772117"
"674553798.384833,217.454753595669,211.709364876475"
"674553809.79484,216.794540068006,214.868170416253"
"674553821.204847,216.301083161856,215.224203288465"
"674553831.69829,216.949546894972,215.035082945286"
"674553843.42547,221.237022805692,213.228106587922"
"674553854.447363,222.366391182936,212.938835217566"
"674553865.195265,222.597534977695,212.876322315891"
"674553876.535874,222.618081330061,213.171645143252"
"674553887.60506,222.309839356828,213.380796232048"
"674553897.821941,215.645055166117,201.661059048244"
"674553908.248557,216.806195457306,203.323814835427"
"674553997.357234,161.015629432203,516.729176348077"
"674554008.992397,164.151469536039,531.552969694169"
"674554020.329922,201.622770332979,460.98392782783"
"674554032.233937,222.262635826808,452.240201664444"
"674554042.638963,228.841398767489,449.683415281573"
"674554055.485244,239.98971732189,426.731987655082"
"674554064.920758,255.706563318399,402.196100424979"
"674554075.915921,249.503318074289,411.610910821555"
"674554087.453414,252.071699739948,410.269776675995"
"674554098.515918,252.336195056863,409.267055571832"
"674554109.618518,255.625050091213,408.611545325806"
"674554120.744252,276.617130230521,382.262450687258"
"674554131.13694,280.231814207833,378.439163924277"
"674554142.697565,286.083992967589,368.428836826258"
"674554153.849001,284.528129431569,364.272735733312"
"674554164.491007,284.27585484691,358.262121889225"
"674554175.525238,284.0663155845,357.864843632754"
"674554187.203582,285.054337928311,356.696445187105"
"674554198.177154,285.021739961742,356.925588304444"
"674554209.513651,285.005136663783,356.966348089572"
"674554220.695416,284.502291254551,357.383216984169"
"674554231.566177,285.215592128362,356.753964859518"
"674554242.770561,285.40121098868,355.895986518429"
"674554254.328102,285.432052014834,355.050856750004"
"674554264.723874,284.334977632977,354.186361793555"
"674554276.205335,284.464766552107,354.171666804468"
"674554287.693478,284.627445099706,353.971866979436"
"674554298.06509,285.086747237508,353.913923202279"
"674554309.706422,286.055623208051,354.049999892111"
"674554321.539498,287.059323524132,353.76135392419"
